Reference area,Measure.1,Sex.1,TIME_PERIOD,OBS_VALUE
Ireland,Share of population who are obese,Female,1998,10
Ireland,Share of population who are obese,Female,2002,14
Ireland,Share of population who are obese,Female,2007,13
Ireland,Share of population who are obese,Female,2015,16
Ireland,Share of population who are obese,Female,2019,25
Ireland,Share of population who are obese,Female,2022,20
Ireland,Share of population who are overweight or obese,Total,1998,43
Ireland,Share of population who are overweight or obese,Total,2002,48
Ireland,Share of population who are overweight or obese,Total,2007,51
Ireland,Share of population who are overweight or obese,Total,2015,53
Ireland,Share of population who are overweight or obese,Total,2019,56
Ireland,Share of population who are overweight or obese,Total,2022,56
Ireland,Share of population who are obese,Female,2007,24
Ireland,Share of population who are obese,Female,2015,22
Ireland,Share of population who are obese,Female,2017,22
Ireland,Share of population who are obese,Female,2019,23
Ireland,Share of population who are overweight,Total,1998,32
Ireland,Share of population who are overweight,Total,2002,33
Ireland,Share of population who are overweight,Total,2007,36
Ireland,Share of population who are overweight,Total,2015,35
Ireland,Share of population who are overweight,Total,2019,30
Ireland,Share of population who are overweight,Total,2022,35
Ireland,Share of population who are overweight,Male,2007,45
Ireland,Share of population who are overweight,Male,2015,43
Ireland,Share of population who are overweight,Male,2017,46
Ireland,Share of population who are overweight,Male,2019,42
Ireland,Share of population who are overweight,Male,1998,39
Ireland,Share of population who are overweight,Male,2002,38
Ireland,Share of population who are overweight,Male,2007,43
Ireland,Share of population who are overweight,Male,2015,41
Ireland,Share of population who are overweight,Male,2019,35
Ireland,Share of population who are overweight,Male,2022,40
Ireland,Share of population who are overweight or obese,Total,2007,61
Ireland,Share of population who are overweight or obese,Total,2015,61
Ireland,Share of population who are overweight or obese,Total,2017,62
Ireland,Share of population who are overweight or obese,Total,2019,61
Ireland,Share of population who are overweight or obese,Female,2007,56
Ireland,Share of population who are overweight or obese,Female,2015,54
Ireland,Share of population who are overweight or obese,Female,2017,54
Ireland,Share of population who are overweight or obese,Female,2019,55
Ireland,Share of population who are obese,Total,1998,11
Ireland,Share of population who are obese,Total,2002,15
Ireland,Share of population who are obese,Total,2007,15
Ireland,Share of population who are obese,Total,2015,18
Ireland,Share of population who are obese,Total,2019,26
Ireland,Share of population who are obese,Total,2022,21
Ireland,Share of population who are obese,Male,2007,22
Ireland,Share of population who are obese,Male,2015,25
Ireland,Share of population who are obese,Male,2017,24
Ireland,Share of population who are obese,Male,2019,24
Ireland,Share of population who are overweight or obese,Male,1998,51
Ireland,Share of population who are overweight or obese,Male,2002,53
Ireland,Share of population who are overweight or obese,Male,2007,59
Ireland,Share of population who are overweight or obese,Male,2015,61
Ireland,Share of population who are overweight or obese,Male,2019,61
Ireland,Share of population who are overweight or obese,Male,2022,63
Ireland,Share of population who are overweight or obese,Male,2007,67
Ireland,Share of population who are overweight or obese,Male,2015,68
Ireland,Share of population who are overweight or obese,Male,2017,70
Ireland,Share of population who are overweight or obese,Male,2019,66
Ireland,Share of population who are overweight,Total,2007,38
Ireland,Share of population who are overweight,Total,2015,37
Ireland,Share of population who are overweight,Total,2017,39
Ireland,Share of population who are overweight,Total,2019,37
Ireland,Share of population who are overweight or obese,Female,1998,35
Ireland,Share of population who are overweight or obese,Female,2002,42
Ireland,Share of population who are overweight or obese,Female,2007,41
Ireland,Share of population who are overweight or obese,Female,2015,45
Ireland,Share of population who are overweight or obese,Female,2019,49
Ireland,Share of population who are overweight or obese,Female,2022,50
Ireland,Share of population who are obese,Total,2007,23
Ireland,Share of population who are obese,Total,2015,23
Ireland,Share of population who are obese,Total,2017,23
Ireland,Share of population who are obese,Total,2019,23
Ireland,Share of population who are obese,Male,1998,12
Ireland,Share of population who are obese,Male,2002,15
Ireland,Share of population who are obese,Male,2007,16
Ireland,Share of population who are obese,Male,2015,20
Ireland,Share of population who are obese,Male,2019,26
Ireland,Share of population who are obese,Male,2022,23
Ireland,Share of population who are overweight,Female,2007,32
Ireland,Share of population who are overweight,Female,2015,31
Ireland,Share of population who are overweight,Female,2017,32
Ireland,Share of population who are overweight,Female,2019,33
Italy,Share of population who are overweight,Total,1994,31.1
Italy,Share of population who are overweight,Total,1999,32.4
Italy,Share of population who are overweight,Total,2000,32.5
Italy,Share of population who are overweight,Total,2001,33.9
Italy,Share of population who are overweight,Total,2002,33.5
Italy,Share of population who are overweight,Total,2003,33.6
Italy,Share of population who are overweight,Total,2005,34.7
Italy,Share of population who are overweight,Total,2006,35
Italy,Share of population who are overweight,Total,2007,35.6
Italy,Share of population who are overweight,Total,2008,35.6
Italy,Share of population who are overweight,Total,2009,36.1
Italy,Share of population who are overweight,Total,2010,35.6
Italy,Share of population who are overweight,Total,2011,35.8
Italy,Share of population who are overweight,Total,2012,35.6
Italy,Share of population who are overweight,Total,2013,35.5
Italy,Share of population who are overweight,Total,2014,36.2
Italy,Share of population who are overweight,Total,2015,35.3
Italy,Share of population who are overweight,Total,2016,35.5
Italy,Share of population who are overweight,Total,2017,35.4
Italy,Share of population who are overweight,Total,2018,35.4
Italy,Share of population who are overweight,Total,2019,35.4
Italy,Share of population who are overweight,Total,2020,36.1
Italy,Share of population who are overweight,Total,2021,34.2
Italy,Share of population who are overweight or obese,Total,1994,38.1
Italy,Share of population who are overweight or obese,Total,1999,41.2
Italy,Share of population who are overweight or obese,Total,2000,41.1
Italy,Share of population who are overweight or obese,Total,2001,42.4
Italy,Share of population who are overweight or obese,Total,2002,42
Italy,Share of population who are overweight or obese,Total,2003,42.6
Italy,Share of population who are overweight or obese,Total,2005,44.6
Italy,Share of population who are overweight or obese,Total,2006,45.1
Italy,Share of population who are overweight or obese,Total,2007,45.5
Italy,Share of population who are overweight or obese,Total,2008,45.5
Italy,Share of population who are overweight or obese,Total,2009,46.3
Italy,Share of population who are overweight or obese,Total,2010,46
Italy,Share of population who are overweight or obese,Total,2011,45.8
Italy,Share of population who are overweight or obese,Total,2012,46
Italy,Share of population who are overweight or obese,Total,2013,45.8
Italy,Share of population who are overweight or obese,Total,2014,46.4
Italy,Share of population who are overweight or obese,Total,2015,45.2
